area,bedrooms,bathrooms,balcony,location,price
919,2,2,2,Delhi,11130000
2266,3,3,2,Delhi,79630000
1812,4,4,0,Delhi,63930000
800,2,2,3,Delhi,26930000
1869,3,3,2,Delhi,70840000
1889,3,4,1,Delhi,72605000
1441,2,2,2,Delhi,37525000
2246,4,5,3,Delhi,110035000
2222,5,5,1,Delhi,27610000
2660,3,3,2,Delhi,157070000
2712,5,6,2,Delhi,150175000
1437,3,3,3,Delhi,40450000
1783,5,6,3,Delhi,74120000
1430,2,2,0,Delhi,36530000
780,1,2,1,Delhi,31075000
3468,4,5,2,Delhi,131300000
3453,3,3,2,Delhi,156705000
2890,5,5,0,Delhi,91490000
2526,5,5,0,Delhi,119145000
915,2,2,0,Delhi,23325000
2196,4,4,2,Delhi,65005000
3307,3,3,3,Delhi,180530000
981,3,3,2,Delhi,35465000
3012,5,6,2,Delhi,142945000
1341,2,2,1,Delhi,46110000
1837,3,3,0,Delhi,93320000
1321,2,2,3,Delhi,34845000
3196,3,3,1,Delhi,142395000
2663,5,5,0,Delhi,112310000
2663,3,3,3,Delhi,109315000
1156,2,2,1,Delhi,33860000
1490,2,2,3,Delhi,39685000
1986,5,6,1,Delhi,58425000
1428,2,2,2,Delhi,30920000
803,3,4,3,Delhi,19950000
587,1,2,3,Delhi,14830000
1858,4,5,3,Delhi,44140000
1310,2,3,2,Delhi,46280000
1321,2,2,2,Delhi,41905000
1494,3,3,3,Delhi,47120000
1131,2,3,1,Delhi,38195000
531,1,2,2,Delhi,15805000
2810,3,3,3,Delhi,132435000
2558,5,5,2,Delhi,105000000
2655,5,5,3,Delhi,168995000
794,1,1,0,Delhi,24035000
1133,2,2,3,Delhi,39725000
2636,3,3,2,Delhi,143070000
999,3,3,0,Delhi,30585000
1635,4,4,1,Delhi,66135000
2124,4,4,1,Delhi,129535000
1866,4,5,2,Delhi,40905000
1123,2,2,2,Delhi,31750000
1894,4,4,2,Delhi,55620000
741,1,2,2,Delhi,30510000
1280,2,3,1,Delhi,26640000
1347,3,4,2,Delhi,22485000
531,1,1,2,Delhi,14985000
3144,3,3,3,Delhi,136190000
2629,4,5,1,Delhi,115635000
2392,4,4,0,Delhi,120940000
3142,5,5,1,Delhi,188445000
2848,5,6,2,Delhi,119235000
3247,3,3,1,Delhi,114540000
3414,5,6,0,Delhi,133060000
2828,3,3,1,Delhi,78430000
1877,3,4,0,Delhi,51560000
909,3,3,3,Delhi,36770000
2731,3,3,2,Delhi,101370000
2316,4,5,2,Delhi,107185000
3236,4,4,1,Delhi,124300000
2215,3,3,0,Delhi,68585000
543,1,1,1,Delhi,19965000
1127,2,2,1,Delhi,41060000
840,3,3,2,Delhi,30105000
2644,4,4,0,Delhi,120660000
1952,3,3,1,Delhi,58605000
2083,5,5,2,Delhi,135245000
1147,3,3,0,Delhi,38065000
2656,4,5,1,Delhi,106020000
3491,3,3,3,Delhi,49470000
2760,5,6,1,Delhi,106025000
709,2,3,3,Delhi,26900000
1100,2,2,3,Delhi,34460000
3023,3,3,2,Delhi,142485000
3027,3,3,1,Delhi,103960000
638,1,2,3,Delhi,18265000
3076,3,3,0,Delhi,98790000
1143,2,3,2,Delhi,34405000
2127,4,4,3,Delhi,75565000
1219,2,2,2,Delhi,29280000
563,1,1,1,Delhi,23765000
3291,3,3,3,Delhi,136830000
1583,3,3,2,Delhi,43670000
1851,5,5,2,Delhi,39930000
559,1,1,2,Delhi,21395000
689,2,2,0,Delhi,5415000
676,1,1,2,Delhi,22370000
2217,4,4,2,Delhi,68155000
2277,3,3,0,Delhi,127550000
1813,3,4,1,Delhi,62855000
2747,4,4,0,Delhi,115910000
915,3,3,3,Delhi,34890000
927,2,3,3,Delhi,26795000
1026,3,4,0,Delhi,26360000
3286,3,3,1,Delhi,93445000
1428,2,2,2,Delhi,37630000
821,2,3,3,Delhi,19505000
2405,3,3,1,Delhi,102100000
2455,3,3,2,Delhi,104055000
1722,3,3,3,Delhi,53100000
910,3,4,1,Delhi,29630000
2486,5,5,1,Delhi,87060000
2903,3,3,3,Delhi,125100000
2689,3,3,0,Delhi,74945000
692,1,1,2,Delhi,16990000
1278,2,2,3,Delhi,35700000
2849,3,3,2,Delhi,99240000
1571,3,3,0,Delhi,38010000
827,3,3,1,Delhi,24335000
1893,5,5,0,Delhi,47415000
3068,4,4,1,Delhi,127100000
773,1,1,0,Delhi,30165000
2272,4,5,3,Delhi,87795000
2920,5,6,3,Delhi,89150000
1307,2,2,3,Delhi,61245000
2434,3,3,0,Delhi,142470000
579,2,2,0,Delhi,20750000
2217,4,4,2,Delhi,93405000
1434,2,2,2,Delhi,56885000
2529,5,6,1,Delhi,26340000
1540,3,4,1,Delhi,52135000
2140,4,4,0,Delhi,93430000
2367,4,4,1,Delhi,49930000
764,1,1,2,Delhi,24035000
2065,3,4,2,Delhi,81725000
2578,5,6,0,Delhi,112230000
1326,2,2,0,Delhi,39215000
2515,4,5,3,Delhi,90745000
617,1,1,1,Delhi,16535000
1061,2,2,3,Delhi,34725000
1644,3,3,1,Delhi,47615000
2189,4,4,3,Delhi,100690000
3132,5,5,1,Delhi,88345000
1472,3,3,2,Delhi,51750000
2029,4,4,2,Delhi,68935000
2599,3,3,0,Delhi,72500000
2857,5,5,2,Delhi,67355000
2270,4,5,0,Delhi,126990000
540,2,2,0,Delhi,23335000
1308,3,3,3,Delhi,38085000
2825,3,3,1,Delhi,89800000
518,2,2,0,Delhi,21425000
3308,3,4,3,Delhi,123745000
3058,3,4,0,Delhi,125295000
2667,3,3,3,Delhi,41855000
2370,3,4,3,Delhi,71265000
3158,3,3,1,Delhi,98780000
2516,5,5,3,Delhi,99650000
3077,4,5,3,Delhi,120695000
3159,3,3,3,Delhi,123675000
1207,2,2,1,Delhi,37365000
2874,5,5,3,Delhi,67915000
1108,3,3,0,Delhi,48280000
745,2,3,3,Delhi,22035000
2113,4,4,1,Delhi,62470000
1598,3,3,1,Delhi,51330000
2869,5,5,1,Delhi,132425000
2118,3,3,2,Delhi,95370000
1794,5,6,3,Delhi,58230000
2221,3,3,1,Delhi,75860000
1772,3,3,3,Delhi,82220000
1448,2,3,3,Delhi,48785000
933,2,3,2,Delhi,27885000
1208,3,3,0,Delhi,40170000
1684,3,3,0,Delhi,59910000
2427,3,3,1,Delhi,108880000
1408,3,3,0,Delhi,31680000
1193,3,3,0,Delhi,41880000
2402,3,4,0,Delhi,100495000
3020,5,5,2,Delhi,151245000
3156,3,4,2,Delhi,109155000
1725,4,4,3,Delhi,58310000
2825,4,4,3,Delhi,160055000
3475,3,3,0,Delhi,126500000
948,2,2,2,Delhi,32990000
1252,2,2,2,Delhi,40850000
1067,3,3,1,Delhi,31520000
1204,2,2,3,Delhi,26475000
2557,3,3,0,Delhi,133240000
1597,4,5,3,Delhi,64935000
3492,3,4,2,Delhi,161365000
3276,3,3,3,Delhi,100345000
1950,3,4,2,Delhi,54080000
1174,2,3,2,Delhi,34295000
2102,5,5,1,Delhi,80625000
2821,5,6,0,Delhi,105060000
1084,2,3,3,Delhi,24820000
1055,2,3,1,Delhi,30430000
858,2,2,3,Delhi,31230000
1991,3,3,1,Delhi,69360000
2359,5,5,1,Delhi,141590000
3466,4,4,1,Delhi,184915000
2096,3,4,3,Delhi,124900000
1865,3,3,0,Delhi,72055000
525,2,2,0,Delhi,14610000
2967,4,4,1,Delhi,98165000
1429,2,2,1,Delhi,47065000
1104,3,3,0,Delhi,27840000
881,2,2,2,Delhi,40850000
2291,3,3,1,Delhi,99330000
1046,2,3,3,Delhi,27295000
1800,3,3,1,Delhi,63510000
3317,4,5,0,Delhi,98505000
2559,4,5,2,Delhi,121925000
2072,4,5,0,Delhi,112285000
2466,3,3,2,Delhi,81610000
617,1,1,1,Delhi,15980000
517,1,2,2,Delhi,3745000
2871,5,5,2,Delhi,91650000
2426,5,5,2,Delhi,123885000
2851,4,4,3,Delhi,117190000
2268,3,3,2,Delhi,126745000
2672,4,5,2,Delhi,81720000
2124,5,5,0,Delhi,68250000
1641,3,3,1,Delhi,36285000
942,2,2,2,Delhi,25200000
1352,2,2,3,Delhi,39690000
2430,5,5,1,Delhi,119760000
3379,3,3,2,Delhi,118445000
2928,4,4,0,Delhi,75230000
1594,3,4,3,Delhi,47435000
1040,2,2,2,Delhi,22860000
1755,3,3,1,Delhi,78245000
2324,5,5,2,Delhi,84130000
760,2,2,0,Delhi,16410000
854,2,2,0,Delhi,22165000
1104,3,4,2,Delhi,36350000
2829,4,4,1,Delhi,108915000
2503,4,4,2,Delhi,78685000
1353,3,4,1,Delhi,34415000
925,2,3,2,Delhi,22165000
2745,4,4,3,Delhi,148275000
3069,3,3,0,Delhi,120710000
685,1,2,0,Delhi,23720000
1329,2,3,3,Delhi,48010000
1015,3,4,2,Delhi,25850000
1255,3,3,0,Delhi,23755000
2188,3,3,0,Delhi,123395000
1500,3,3,3,Delhi,34010000
1374,2,2,3,Delhi,44525000
2470,3,3,2,Delhi,134130000
2583,3,3,2,Delhi,115145000
1029,3,3,1,Delhi,24460000
2500,3,4,1,Delhi,100330000
693,2,2,0,Delhi,10320000
537,1,1,1,Delhi,11950000
1512,5,5,3,Delhi,50950000
3490,3,3,0,Delhi,149760000
3211,3,4,0,Delhi,147300000
3425,4,4,3,Delhi,94690000
2348,4,5,2,Delhi,91975000
2524,3,3,3,Delhi,101485000
1827,3,4,3,Delhi,75205000
2533,5,5,0,Delhi,113450000
3476,3,3,3,Delhi,170460000
2928,3,3,0,Delhi,123415000
1928,3,4,0,Delhi,66560000
1767,3,3,3,Delhi,41900000
2396,4,4,2,Delhi,96540000
2721,3,4,0,Delhi,81400000
685,2,2,3,Delhi,9085000
701,2,2,3,Delhi,22620000
971,3,3,3,Delhi,20985000
2659,3,3,1,Delhi,100005000
960,2,2,2,Delhi,23090000
3479,5,5,0,Delhi,146250000
2614,5,5,0,Delhi,87205000
2691,4,5,3,Delhi,106170000
556,1,1,1,Delhi,26120000
1059,2,2,2,Delhi,33325000
848,3,3,2,Delhi,15135000
2692,4,4,2,Delhi,118965000
1285,3,3,1,Delhi,39145000
3483,5,5,2,Delhi,157190000
1452,3,3,2,Delhi,55535000
2307,5,5,1,Delhi,56220000
1055,2,2,1,Delhi,27865000
975,3,3,1,Delhi,33755000
1068,2,2,2,Delhi,40740000
3004,4,4,3,Delhi,88190000
1503,4,4,2,Delhi,45165000
2272,5,6,0,Delhi,89950000
1449,2,3,1,Delhi,56450000
3455,3,3,0,Delhi,94315000
2665,3,4,0,Delhi,98710000
2660,3,3,0,Delhi,109870000
930,2,2,0,Delhi,30665000
2856,5,5,3,Delhi,140525000
1320,3,4,2,Delhi,24480000
2505,3,3,2,Delhi,95670000
2489,5,5,3,Delhi,95225000
1039,3,3,0,Delhi,29245000
1202,2,3,1,Delhi,46615000
1940,3,4,2,Delhi,55430000
3280,3,4,2,Delhi,134230000
981,3,3,1,Delhi,34585000
2767,3,3,0,Delhi,103800000
3096,3,3,3,Delhi,129595000
1972,3,3,3,Delhi,76025000
2333,5,5,1,Delhi,112155000
2880,3,3,0,Delhi,93105000
2506,4,4,1,Delhi,98955000
1260,2,2,2,Delhi,29930000
3060,4,4,1,Delhi,111190000
3281,5,5,3,Delhi,111180000
2347,4,4,0,Delhi,113950000
972,2,3,2,Delhi,21675000
2716,5,6,3,Delhi,134835000
918,2,2,1,Delhi,13845000
2429,5,6,0,Delhi,55955000
611,1,1,0,Delhi,17460000
1312,2,2,0,Delhi,60040000
2328,3,4,3,Delhi,73125000
1309,2,3,3,Delhi,39050000
995,3,3,2,Delhi,32160000
2758,3,3,0,Delhi,124320000
632,2,3,2,Delhi,14015000
1400,3,4,0,Delhi,48890000
1361,2,2,1,Delhi,15980000
583,1,1,0,Delhi,15960000
1021,2,3,3,Delhi,22050000
3396,4,4,2,Delhi,157900000
1214,2,2,1,Delhi,43450000
2118,4,4,1,Delhi,73780000
3219,3,3,2,Delhi,120010000
1558,4,5,1,Delhi,46055000
3019,3,3,2,Delhi,92870000
2601,4,4,2,Delhi,111775000
3430,3,3,2,Delhi,162835000
2187,3,3,2,Delhi,86710000
2206,4,4,0,Delhi,97130000
3175,3,4,3,Delhi,209160000
2493,4,4,1,Delhi,111550000
2401,5,5,2,Delhi,89345000
583,2,2,3,Delhi,11605000
1834,3,3,2,Delhi,55125000
2392,3,4,2,Delhi,92885000
1665,4,5,3,Delhi,61185000
2050,3,4,0,Delhi,77225000
3138,3,3,3,Delhi,164165000
3390,3,3,1,Delhi,116060000
1137,2,2,1,Delhi,49445000
669,1,1,1,Delhi,18680000
2145,4,4,1,Delhi,106775000
1322,3,3,0,Delhi,44365000
3491,4,5,0,Delhi,148995000
549,1,1,2,Delhi,22205000
1167,2,3,3,Delhi,23545000
1165,2,3,1,Delhi,21790000
622,1,1,3,Delhi,17045000
2037,5,5,0,Delhi,107330000
2441,3,3,2,Delhi,136140000
1201,3,4,3,Delhi,32080000
2309,3,3,3,Delhi,102915000
2980,4,5,1,Delhi,129430000
3146,3,3,1,Delhi,139165000
2763,4,4,0,Delhi,117045000
2535,3,3,0,Delhi,97500000
1122,3,3,2,Delhi,37975000
946,3,3,0,Delhi,28085000
2422,4,5,0,Delhi,159205000
2004,4,4,3,Delhi,108360000
2834,3,3,0,Delhi,127545000
3238,5,5,3,Delhi,124525000
2039,3,4,2,Delhi,56815000
2601,3,4,3,Delhi,100870000
1959,3,3,0,Delhi,68135000
1370,2,2,0,Delhi,42020000
1793,3,3,2,Delhi,58095000
602,1,1,2,Delhi,16925000
3288,4,5,1,Delhi,155880000
1387,2,2,1,Delhi,43185000
1293,2,2,3,Delhi,34225000
3013,3,3,1,Delhi,113390000
503,1,1,3,Delhi,8935000
3450,3,3,1,Delhi,118460000
523,1,1,3,Delhi,14075000
2904,3,4,2,Delhi,115890000
3114,5,5,2,Delhi,148640000
2102,3,3,1,Delhi,77805000
2140,3,3,1,Delhi,82565000
515,1,1,1,Delhi,18610000
2661,4,4,1,Delhi,95805000
3471,3,4,1,Delhi,115260000
2615,4,4,1,Delhi,90370000
1429,2,2,0,Delhi,58365000
714,1,1,3,Delhi,23705000
3463,3,3,3,Delhi,151785000
3082,5,5,0,Delhi,112645000
1555,5,5,2,Delhi,56505000
3236,5,6,3,Delhi,167550000
1921,4,4,0,Delhi,50275000
2021,5,6,1,Delhi,81885000
1772,4,5,0,Delhi,56735000
822,2,2,1,Delhi,14905000
690,1,1,1,Delhi,20660000
2260,4,4,2,Delhi,97775000
1860,4,4,1,Delhi,62015000
2202,3,3,3,Delhi,118470000
2501,4,4,2,Delhi,94420000
3190,3,3,1,Delhi,141910000
3023,4,5,3,Delhi,111900000
2309,4,4,1,Delhi,97845000
951,3,3,3,Delhi,19510000
2542,4,4,2,Delhi,122190000
537,1,2,3,Delhi,18515000
2100,4,4,3,Delhi,83490000
1044,3,4,1,Delhi,28615000
1584,4,4,1,Delhi,51195000
2694,3,3,2,Delhi,103690000
1695,3,3,3,Delhi,57520000
2045,3,4,0,Delhi,67065000
1091,2,2,1,Delhi,34155000
659,2,3,1,Delhi,23185000
1195,2,2,2,Delhi,34370000
2222,3,3,2,Delhi,98675000
3359,4,4,2,Delhi,124240000
3347,4,5,2,Delhi,66520000
3351,4,4,3,Delhi,91845000
1763,5,6,2,Delhi,43735000
1593,5,5,2,Delhi,65890000
2601,4,4,2,Delhi,106760000
2429,4,4,0,Delhi,33400000
3034,3,3,2,Delhi,95130000
1120,2,2,2,Delhi,32055000
3353,5,6,0,Delhi,153365000
1811,4,5,1,Delhi,89695000
2629,4,4,2,Delhi,152225000
1574,3,3,1,Delhi,54655000
3411,3,3,2,Delhi,89655000
2108,4,4,1,Delhi,126910000
2288,3,3,1,Delhi,73885000
3245,5,5,2,Delhi,83965000
2477,3,3,2,Delhi,154595000
1191,2,3,3,Delhi,37920000
1787,3,4,1,Delhi,46980000
3102,3,3,2,Delhi,181885000
2878,4,5,0,Delhi,125410000
1267,3,3,1,Delhi,24870000
3355,5,5,3,Delhi,143110000
2017,3,4,0,Delhi,90215000
2939,3,3,3,Delhi,110045000
551,1,2,0,Delhi,14405000
1732,3,3,0,Delhi,70930000
3285,3,3,2,Delhi,121355000
2551,4,4,1,Delhi,110845000
700,1,1,1,Delhi,24540000
1382,2,2,0,Delhi,42970000
504,2,3,1,Delhi,20300000
3312,3,3,2,Delhi,99635000
2249,3,4,1,Delhi,81875000
542,2,2,2,Delhi,16480000
1106,3,3,3,Delhi,36265000
1553,4,4,0,Delhi,43535000
3181,3,4,0,Delhi,123760000
1973,3,3,2,Delhi,69685000
2507,4,4,2,Delhi,115970000
2104,4,4,1,Delhi,96655000
3108,5,6,2,Delhi,141870000
1407,2,2,1,Delhi,35320000
2580,5,5,1,Delhi,133555000
3184,3,3,3,Delhi,94620000
1904,4,4,3,Delhi,53505000
1068,3,4,1,Delhi,45080000
868,2,2,3,Delhi,35245000
2597,3,4,1,Delhi,91535000
2647,3,4,0,Delhi,88040000
1495,3,4,0,Delhi,36440000
1198,3,4,3,Delhi,36390000
1591,3,3,0,Delhi,41365000
2163,3,3,0,Delhi,58165000
946,2,2,1,Delhi,38955000
2464,3,3,2,Delhi,143690000
1491,2,3,3,Delhi,33405000
849,3,3,2,Delhi,21535000
2905,3,3,3,Delhi,109130000
1188,2,2,1,Delhi,42250000
1063,2,2,2,Delhi,28255000
3085,5,5,0,Delhi,110125000
1448,3,3,2,Delhi,37575000
1997,4,4,2,Delhi,94670000
1982,4,4,2,Delhi,68460000
2041,3,3,0,Delhi,56665000
1193,3,3,3,Delhi,33570000
3159,3,3,1,Delhi,117070000
2607,3,4,2,Delhi,141225000
2267,3,3,0,Delhi,84655000
3245,4,5,0,Delhi,152610000
1445,2,3,2,Delhi,36300000
2946,4,4,0,Delhi,161195000
1447,3,3,0,Delhi,54150000
2556,4,5,0,Delhi,106375000
1231,2,2,1,Delhi,45120000
1609,3,3,2,Delhi,67210000
3143,3,4,0,Delhi,135085000
1151,2,3,0,Delhi,35145000
1653,4,4,0,Delhi,70440000
615,1,1,0,Delhi,21215000
859,2,2,1,Delhi,29500000
2575,3,3,1,Delhi,170000000
1611,3,3,2,Delhi,50125000
1710,3,4,3,Delhi,48285000
2342,4,4,3,Delhi,130855000
869,2,2,3,Delhi,17325000
2414,3,3,1,Delhi,58130000
3076,5,5,0,Delhi,95500000
2860,3,3,3,Delhi,146405000
3432,3,3,3,Delhi,103860000
2942,3,3,2,Delhi,181825000
3159,4,4,2,Delhi,174745000
962,2,3,1,Delhi,20560000
2379,4,5,2,Delhi,92410000
1455,2,2,3,Delhi,49020000
1902,5,5,0,Delhi,64280000
3435,5,6,2,Delhi,179650000
1850,3,3,3,Delhi,83270000
2889,3,3,3,Delhi,176225000
2417,4,5,2,Delhi,112680000
805,2,2,0,Delhi,25465000
1402,3,3,3,Delhi,32800000
3243,4,5,1,Delhi,141105000
1455,3,3,1,Delhi,39140000
3060,5,5,3,Delhi,119960000
1584,3,3,1,Delhi,46080000
3193,3,3,2,Delhi,151220000
1441,2,2,2,Delhi,46275000
3098,4,5,0,Delhi,122520000
2574,3,3,0,Delhi,80005000
1448,2,3,0,Delhi,44905000
2070,3,3,2,Delhi,128170000
2032,4,5,2,Delhi,72485000
2013,4,4,0,Delhi,51740000
2827,3,3,0,Delhi,69470000
877,2,2,0,Delhi,28430000
653,1,1,0,Delhi,17335000
831,2,2,0,Delhi,31590000
1996,4,5,3,Delhi,54640000
2500,3,3,0,Delhi,89530000
2535,4,5,1,Delhi,110640000
1102,3,3,0,Delhi,34005000
2185,3,3,0,Delhi,80185000
3440,3,3,2,Delhi,154525000
2370,3,4,1,Delhi,68605000
3447,3,3,2,Delhi,152810000
670,2,3,2,Delhi,13325000
2581,4,5,2,Delhi,121120000
3202,3,3,0,Delhi,160590000
703,1,1,1,Delhi,23750000
2133,4,4,2,Delhi,89990000
2106,5,5,2,Delhi,98330000
2864,3,3,2,Delhi,157385000
861,2,2,2,Delhi,17135000
1929,3,3,2,Delhi,54475000
769,1,1,2,Delhi,23445000
937,3,4,1,Delhi,27495000
1883,3,4,2,Delhi,67620000
1503,4,4,0,Delhi,47950000
2361,3,3,2,Delhi,101485000
2185,3,3,1,Delhi,105475000
504,2,2,3,Delhi,17705000
597,1,1,3,Delhi,21295000
1280,2,3,1,Delhi,40255000
2293,5,5,3,Delhi,90325000
2750,3,3,0,Delhi,114585000
3196,5,6,1,Delhi,89360000
2114,3,3,1,Delhi,94775000
1155,2,3,2,Delhi,34220000
3354,4,4,0,Delhi,90885000
2213,4,4,2,Delhi,118455000
533,2,2,2,Delhi,18670000
3165,3,4,0,Delhi,90385000
1850,3,3,1,Delhi,30405000
801,3,3,1,Delhi,20010000
2992,3,3,1,Delhi,123560000
656,1,1,2,Delhi,27655000
3396,4,4,0,Delhi,149875000
2991,3,4,2,Delhi,140440000
3175,4,5,0,Delhi,130470000
1407,2,2,0,Delhi,48320000
918,3,3,0,Delhi,47825000
2799,4,5,3,Delhi,117315000
3395,4,4,1,Delhi,110825000
3058,3,4,2,Delhi,138835000
2748,4,4,2,Delhi,132060000
636,2,3,3,Delhi,15085000
1408,3,3,1,Delhi,38440000
708,1,2,0,Delhi,29900000
1868,4,5,0,Delhi,55080000
2790,3,4,1,Delhi,105830000
2099,5,5,2,Delhi,67000000
3108,4,5,2,Delhi,145555000
2698,3,3,2,Delhi,78645000
2997,4,4,3,Delhi,110250000
1570,5,6,2,Delhi,37895000
3472,4,4,0,Delhi,172300000
781,2,2,2,Delhi,15215000
2111,5,5,0,Delhi,106465000
853,2,3,3,Delhi,32340000
2112,3,3,2,Delhi,80500000
2568,5,5,3,Delhi,59395000
651,2,2,3,Delhi,18680000
1139,2,3,1,Delhi,28035000
611,2,3,1,Delhi,15230000
1759,4,5,2,Delhi,82020000
2663,3,3,2,Delhi,83180000
1514,3,3,1,Delhi,43925000
2413,3,4,2,Delhi,112700000
989,2,2,3,Delhi,27910000
2754,5,5,0,Delhi,145905000
1239,3,4,2,Delhi,40680000
2306,3,3,2,Delhi,76685000
3192,4,5,2,Delhi,135170000
1504,3,3,3,Delhi,30145000
1555,4,5,2,Delhi,54130000
3059,3,3,0,Delhi,137350000
3136,3,3,2,Delhi,94235000
2625,5,5,3,Delhi,78015000
2645,4,4,0,Delhi,80580000
2326,3,3,0,Delhi,58495000
637,1,2,2,Delhi,13725000
2346,4,4,0,Delhi,117105000
2519,3,3,0,Delhi,98455000
2813,4,5,2,Delhi,178955000
1923,3,4,2,Delhi,67080000
1495,2,2,0,Delhi,38630000
1193,2,2,0,Delhi,34130000
1720,3,3,2,Delhi,29000000
1950,4,4,1,Delhi,53725000
2821,4,5,0,Delhi,122025000
3209,3,4,3,Delhi,214045000
2502,3,3,1,Delhi,72520000
1820,3,4,3,Delhi,61500000
3420,3,3,0,Delhi,163765000
2715,4,4,3,Delhi,108015000
1508,3,3,1,Delhi,53200000
1534,5,5,1,Delhi,67540000
1511,3,3,2,Delhi,30610000
2544,4,4,3,Delhi,128340000
1488,2,2,0,Delhi,65465000
1584,4,5,3,Delhi,44265000
2995,4,4,3,Delhi,117990000
2374,3,4,2,Delhi,108915000
3237,4,4,0,Delhi,143000000
1502,3,3,1,Delhi,62280000
1763,5,6,1,Delhi,25430000
2206,4,4,1,Delhi,86780000
1105,2,2,2,Delhi,34505000
2681,5,5,1,Delhi,94295000
3477,4,4,2,Delhi,184980000
1976,3,3,0,Delhi,59345000
867,3,4,1,Delhi,24425000
1544,4,4,2,Delhi,48710000
3353,4,4,3,Delhi,120080000
886,2,2,1,Delhi,20655000
3345,4,4,2,Delhi,184220000
1102,2,3,2,Delhi,25180000
3199,4,4,1,Delhi,112130000
1169,3,3,2,Delhi,32970000
2393,5,6,2,Delhi,42820000
682,1,1,3,Delhi,27150000
1856,5,5,2,Delhi,71335000
3317,3,3,2,Delhi,150640000
2681,5,5,0,Delhi,93570000
1672,3,3,0,Delhi,48145000
3373,3,3,1,Delhi,104600000
978,3,3,1,Delhi,28700000
1476,2,2,1,Delhi,61265000
2824,5,5,0,Delhi,196500000
640,1,1,2,Delhi,19515000
1782,3,4,1,Delhi,51555000
2189,3,3,3,Delhi,106000000
2869,3,3,1,Delhi,117730000
858,3,3,1,Delhi,25755000
3315,5,6,0,Delhi,105800000
1283,3,3,2,Delhi,40920000
2365,3,3,0,Delhi,135830000
1505,3,3,1,Delhi,60475000
2543,5,6,2,Delhi,75515000
2541,4,4,2,Delhi,147215000
2934,3,3,2,Delhi,119825000
946,3,3,3,Delhi,36125000
1328,2,2,0,Delhi,50370000
2057,3,3,3,Delhi,106590000
1428,2,2,1,Delhi,44090000
1059,2,3,0,Delhi,37965000
1003,2,2,3,Delhi,34980000
2673,3,3,3,Delhi,128475000
2363,3,4,1,Delhi,72865000
1029,3,3,2,Delhi,27830000
3172,3,3,2,Delhi,134495000
3405,3,4,1,Delhi,164700000
697,1,1,3,Delhi,18555000
1018,2,2,2,Delhi,47435000
1894,4,4,0,Delhi,62240000
2094,4,4,1,Delhi,114180000
633,1,1,2,Delhi,18320000
1611,4,4,3,Delhi,41085000
2386,5,5,0,Delhi,113265000
3421,3,4,0,Delhi,172210000
2085,3,3,3,Delhi,97890000
3111,4,4,2,Delhi,91090000
2477,4,4,0,Delhi,112030000
1913,3,3,3,Delhi,61840000
2440,3,4,3,Delhi,139935000
720,2,3,1,Delhi,16055000
1997,3,3,2,Delhi,79955000
2913,4,4,1,Delhi,132995000
1423,3,4,1,Delhi,40750000
2764,4,4,0,Delhi,129465000
3322,4,4,0,Delhi,113460000
3086,5,6,3,Delhi,122990000
1156,3,3,1,Delhi,23420000
2495,4,5,2,Delhi,110760000
1181,3,3,2,Delhi,50325000
1100,2,2,3,Delhi,13485000
982,2,2,1,Delhi,32070000
2694,4,4,0,Delhi,144165000
2949,3,3,2,Delhi,78925000
827,2,2,1,Delhi,26290000
1621,4,4,0,Delhi,43880000
946,3,4,3,Delhi,10050000
3091,3,4,3,Delhi,109195000
2244,4,5,0,Delhi,45275000
947,2,2,1,Delhi,25880000
1946,3,4,0,Delhi,24285000
685,1,1,0,Delhi,24035000
2700,3,3,1,Delhi,109660000
1264,3,3,3,Delhi,56800000
3322,3,3,2,Delhi,123650000
3168,4,4,3,Delhi,106935000
1782,3,3,0,Delhi,63120000
2946,4,4,0,Delhi,86670000
2364,3,3,1,Delhi,77405000
1098,2,2,2,Delhi,29995000
2802,4,4,2,Delhi,123635000
1377,2,2,1,Delhi,37650000
2178,4,4,0,Delhi,57680000
3303,4,5,0,Delhi,158210000
2688,3,3,1,Delhi,163965000
1607,5,5,1,Delhi,70610000
2372,4,5,2,Delhi,148975000
1454,2,2,1,Delhi,43300000
839,3,3,0,Delhi,23735000
2488,4,5,3,Delhi,104265000
2707,3,4,0,Delhi,77495000
931,2,2,2,Delhi,17070000
1728,5,5,1,Delhi,81660000
1475,3,3,3,Delhi,69205000
3046,4,4,2,Delhi,142305000
1803,5,5,3,Delhi,63940000
2534,3,4,1,Delhi,109205000
2769,4,4,1,Delhi,98075000
2524,5,6,0,Delhi,122875000
2147,5,6,3,Delhi,58900000
2048,3,4,1,Delhi,91745000
2935,3,3,0,Delhi,102470000
1161,3,4,2,Delhi,26480000
517,2,2,0,Delhi,16195000
2092,3,4,2,Delhi,71960000
1371,3,3,1,Delhi,38775000
1092,3,4,1,Delhi,36220000
2339,5,5,1,Delhi,96335000
2237,5,5,2,Delhi,138730000
1617,4,4,3,Delhi,47210000
3385,4,4,0,Delhi,68240000
1909,3,3,1,Delhi,30060000
3078,3,3,3,Delhi,99910000
3189,5,5,3,Delhi,85650000
3086,3,4,0,Delhi,154995000
1541,3,3,0,Delhi,38770000
2433,3,3,1,Delhi,97625000
2907,3,4,1,Delhi,142610000
